,date,state,positive,negative,pending,hospitalizedcurrently,recovered,death,deathconfirmed,deathprobable,total
6325,4/8/20,WI,3279,30115,,,,99,,,33394
6326,4/8/20,WV,462,12083,,,,4,,,12545
6327,4/8/20,WY,221,3843,,,62,0,,,4064
6328,4/7/20,AK,213,6700,,,29,6,,,6913
6329,4/7/20,AL,2119,12797,,302,,56,,,14916
6330,4/7/20,AR,946,12692,,74,142,16,,,13638
6331,4/7/20,AS,0,3,2,,,0,,,5
6332,4/7/20,AZ,2575,30800,,,,73,,,33375
6333,4/7/20,CA,15865,115364,14100,2611,,374,,,145329
6334,4/7/20,CO,5172,21703,,786,,150,,,26875
6335,4/7/20,CT,7781,21255,,1308,,277,112,,29036
6336,4/7/20,DC,1211,6612,,,318,22,,,7823
6337,4/7/20,DE,928,7628,,147,144,28,23,5,8556
6338,4/7/20,FL,14747,123415,1407,,,296,,,139569
6339,4/7/20,GA,8818,24895,,,,329,,,33713
6340,4/7/20,GU,121,529,,21,27,4,,,650
6341,4/7/20,HI,387,13155,,,89,5,,,13542
6342,4/7/20,IA,1048,11670,,104,341,26,,,12718
6343,4/7/20,ID,1170,10076,,67,,13,,,11246
6344,4/7/20,IL,13549,55183,,3680,,380,,,68732
6345,4/7/20,IN,5507,23257,,,,173,,,28764
6346,4/7/20,KS,900,8614,,,,27,,,9514
6347,4/7/20,KY,1008,18947,,,,59,,,19955
6348,4/7/20,LA,16284,58371,,1996,,582,,,74655
6349,4/7/20,MA,15104,66270,,1831,,515,,,81374
6350,4/7/20,MD,4371,27256,,,288,160,152,8,31627
6351,4/7/20,ME,519,6088,,,176,12,,,6607
6352,4/7/20,MI,26964,50344,,,56,1449,1522,72,77308
6353,4/7/20,MN,1432,30603,,120,515,34,,,32035
6354,4/7/20,MO,3037,28932,,508,,53,,,31969
6355,4/7/20,MP,8,15,,,,2,,,23
6356,4/7/20,MS,1915,18632,,,,59,,,20547
6357,4/7/20,MT,319,6666,,,,6,,,6985
6358,4/7/20,NC,3221,37861,,354,,46,,,41082
6359,4/7/20,ND,237,7466,,18,82,4,,,7703
6360,4/7/20,NE,447,6811,,,,10,,,7258
6361,4/7/20,NH,715,8019,49,,151,9,,,8783
6362,4/7/20,NJ,44416,50558,,7017,,1232,,,94974
6363,4/7/20,NM,686,21139,,48,133,12,,,21825
6364,4/7/20,NV,2087,16552,,282,,91,,,18639
6365,4/7/20,NY,138863,201195,,17493,14590,5489,,,340058
6366,4/7/20,OH,4782,46056,,,,167,,,50838
6367,4/7/20,OK,1472,11821,,186,612,67,,,13293
6368,4/7/20,OR,1181,21826,,,,33,,,23007
6369,4/7/20,PA,14559,76719,,1665,,240,,,91278
6370,4/7/20,PR,573,3966,968,,,23,,,5507
6371,4/7/20,RI,1617,10095,,123,35,30,,,11712
6372,4/7/20,SC,2417,21263,,,,51,,,23680
6373,4/7/20,SD,320,5948,2,,98,6,,,6270
6374,4/7/20,TN,4138,48736,,802,466,72,,,52874
6375,4/7/20,TX,8262,80387,,1252,38,154,,,88649
6376,4/7/20,UT,1738,32909,,,,13,,,34647
6377,4/7/20,VA,3333,25312,,,,63,,,28645
6378,4/7/20,VI,43,222,20,,36,1,,,285
6379,4/7/20,VT,608,6645,,29,15,23,,,7253
6380,4/7/20,WA,10547,104530,,641,,429,,,115077
6381,4/7/20,WI,3064,28512,,,,92,,,31576
6382,4/7/20,WV,412,11647,,,,4,,,12059
6383,4/7/20,WY,216,3789,,,62,0,,,4005
6384,4/6/20,AK,191,6692,,,,6,,,6883
6385,4/6/20,AL,1968,12797,,297,,50,,,14765
6386,4/6/20,AR,875,11970,,74,102,16,,,12845
6387,4/6/20,AS,0,3,2,,,0,,,5
6388,4/6/20,AZ,2456,30078,,,,65,,,32534
6389,4/6/20,CA,14336,103095,15000,2509,,343,,,132431
6390,4/6/20,CO,4950,20823,,786,,140,,,25773
6391,4/6/20,CT,6906,19780,,1221,,206,85,,26686
6392,4/6/20,DC,1097,6356,,,287,24,,,7453
6393,4/6/20,DE,673,6321,,101,71,24,20,4,6994
6394,4/6/20,FL,13324,109950,1142,,,236,,,124416
6395,4/6/20,GA,7314,23960,,,,229,,,31274
6396,4/6/20,GU,113,505,,21,25,4,,,618
6397,4/6/20,HI,371,13155,,,85,4,,,13526
6398,4/6/20,IA,946,10653,,99,284,25,,,11599
6399,4/6/20,ID,1101,9894,,62,,10,,,10995
6400,4/6/20,IL,12262,50680,,,,307,,,62942
6401,4/6/20,IN,4944,21247,,,,139,,,26191
6402,4/6/20,KS,845,8239,,,,25,,,9084
6403,4/6/20,KY,955,17812,,,,45,,,18767
6404,4/6/20,LA,14867,54299,,1981,,512,,,69166
6405,4/6/20,MA,13739,62720,,1667,,448,,,76459
6406,4/6/20,MD,4045,25572,,,184,138,131,7,29617
6407,4/6/20,ME,499,6088,,,158,10,,,6587
6408,4/6/20,MI,25785,47262,,,56,1291,1377,66,73047
6409,4/6/20,MN,1330,29155,,115,440,30,,,30485
6410,4/6/20,MO,2722,27113,,439,,39,,,29835
6411,4/6/20,MP,8,13,10,,,1,,,31
6412,4/6/20,MS,1738,18632,,,,51,,,20370
6413,4/6/20,MT,299,6491,,,,6,,,6790
6414,4/6/20,NC,2870,37856,,270,,33,,,40726
6415,4/6/20,ND,225,6988,,19,74,3,,,7213
6416,4/6/20,NE,409,6378,8,,,8,,,6795
6417,4/6/20,NH,669,7701,101,,147,9,,,8471
6418,4/6/20,NJ,41090,47942,,6390,,1003,,,89032
6419,4/6/20,NM,624,18512,,45,130,12,,,19136
6420,4/6/20,NV,1953,15676,,,,79,,,17629
6421,4/6/20,NY,130689,190122,,16837,13366,4758,,,320811
6422,4/6/20,OH,4450,43928,,,,142,,,48378
6423,4/6/20,OK,1327,1422,,161,522,51,,,2749
6424,4/6/20,OR,1132,20669,,,,27,,,21801
6425,4/6/20,PA,12980,70874,,,,162,,,83854
6426,4/6/20,PR,513,3432,1000,,,21,,,4945
6427,4/6/20,RI,1356,8609,,109,35,27,,,9965
6428,4/6/20,SC,2049,16927,,,,44,,,18976
6429,4/6/20,SD,288,5732,0,,91,4,,,6020
6430,4/6/20,TN,3802,43548,,834,356,65,,,47350
6431,4/6/20,TX,7276,78081,,1153,38,140,,,85357
6432,4/6/20,UT,1675,31719,,,,13,,,33394
6433,4/6/20,VA,2878,21643,,,,54,,,24521
6434,4/6/20,VI,43,222,20,,36,1,,,285
6435,4/6/20,VT,575,6161,,28,15,23,,,6736
6436,4/6/20,WA,10282,99566,,638,,407,,,109848
6437,4/6/20,WI,2866,26574,,,,77,,,29440
6438,4/6/20,WV,345,9595,,,,4,,,9940
6439,4/6/20,WY,210,3719,,,52,0,,,3929
6440,4/5/20,AK,185,6099,,,,6,,,6284
6441,4/5/20,AL,1796,11282,,282,,45,,,13078
6442,4/5/20,AR,830,10412,,67,97,16,,,11242
6443,4/5/20,AS,0,3,2,,,0,,,5
6444,4/5/20,AZ,2269,25141,,,,64,,,27410
6445,4/5/20,CA,13438,103095,15000,2398,,319,,,131533
6446,4/5/20,CO,4565,19335,,783,,126,,,23900
6447,4/5/20,CT,5675,17595,,1142,,189,69,,23270
6448,4/5/20,DC,998,5836,,,258,22,,,6834
6449,4/5/20,DE,673,6321,,101,71,19,16,3,6994
6450,4/5/20,FL,12151,101253,1129,,,218,,,114533
6451,4/5/20,GA,6647,21185,,,,211,,,27832
6452,4/5/20,GU,112,493,,21,23,4,,,605
6453,4/5/20,HI,351,12604,,,82,4,,,12955
6454,4/5/20,IA,868,9973,,91,188,22,,,10841
6455,4/5/20,ID,1077,9184,,51,,10,,,10261
6456,4/5/20,IL,11256,47727,,,,274,,,58983
6457,4/5/20,IN,4411,18241,,,,127,,,22652
6458,4/5/20,KS,747,7476,,,,22,,,8223
6459,4/5/20,KY,917,15746,,,,40,,,16663
6460,4/5/20,LA,13010,47315,,1803,,477,,,60325
6461,4/5/20,MA,12402,59565,,1632,,370,,,71967
6462,4/5/20,MD,3609,24728,,,159,122,115,7,28337
6463,4/5/20,ME,470,6088,,,156,10,,,6558
6464,4/5/20,MI,24458,44154,,,56,1150,1225,58,68612
6465,4/5/20,MN,1217,28090,,106,422,29,,,29307
6466,4/5/20,MO,2367,24882,,424,,34,,,27249
6467,4/5/20,MP,8,13,10,,,1,,,31
6468,4/5/20,MS,1638,5580,,,,43,,,7218
6469,4/5/20,MT,286,6317,,,,6,,,6603
6470,4/5/20,NC,2585,37460,,261,,31,,,40045
6471,4/5/20,ND,207,6580,,20,63,3,,,6787
6472,4/5/20,NE,363,5558,12,,,8,,,5933
6473,4/5/20,NH,621,7411,93,,146,9,,,8125
6474,4/5/20,NJ,37505,44661,,4000,,917,,,82166
6475,4/5/20,NM,543,16285,,37,54,11,,,16828
6476,4/5/20,NV,1836,14995,,,,76,,,16831
6477,4/5/20,NY,122031,180249,,16479,12187,4159,,,302280
6478,4/5/20,OH,4043,39713,,,,119,,,43756
6479,4/5/20,OK,1252,1401,,,,46,,,2653
6480,4/5/20,OR,1068,19556,,,,27,,,20624
6481,4/5/20,PA,11510,66261,,,,150,,,77771
6482,4/5/20,PR,475,3073,1039,,,20,,,4587
6483,4/5/20,RI,1150,7032,,103,35,25,,,8182
6484,4/5/20,SC,2049,16927,,,,44,,,18976
6485,4/5/20,SD,240,5353,,,84,2,,,5593
6486,4/5/20,TN,3633,41667,,637,295,44,,,45300
6487,4/5/20,TX,6812,64126,,827,38,127,,,70938
6488,4/5/20,UT,1605,29287,,,,8,,,30892
6489,4/5/20,VA,2637,21034,,,,51,,,23671
6490,4/5/20,VI,42,206,18,,34,1,,,266
6491,4/5/20,VT,543,5830,,29,15,22,,,6373
6492,4/5/20,WA,9953,94759,,581,,386,,,104712
6493,4/5/20,WI,2643,25169,,,,68,,,27812
6494,4/5/20,WV,324,8514,,,,3,,,8838
6495,4/5/20,WY,197,3040,,,50,0,,,3237
6496,4/4/20,AK,171,5869,,,,5,,,6040
6497,4/4/20,AL,1580,9273,,238,,43,,,10853
6498,4/4/20,AR,743,9627,,72,79,14,,,10370
6499,4/4/20,AS,0,3,2,,,0,,,5
6500,4/4/20,AZ,2019,25141,,,,52,,,27160
6501,4/4/20,CA,12026,101674,13000,2300,,276,,,126700
6502,4/4/20,CO,4173,17898,,777,,111,,,22071
6503,4/4/20,CT,5276,16753,,1033,,165,36,,22029
6504,4/4/20,DC,902,5536,,,235,21,,,6438
6505,4/4/20,DE,593,5874,,95,71,17,16,1,6467
6506,4/4/20,FL,11111,90956,1281,,,191,,,103348
6507,4/4/20,GA,6160,20134,,,,201,,,26294
6508,4/4/20,GU,93,472,,20,20,4,,,565
6509,4/4/20,HI,319,11959,,,78,3,,,12278
6510,4/4/20,IA,786,9454,,85,188,14,,,10240
6511,4/4/20,ID,1013,7857,,53,,10,,,8870
6512,4/4/20,IL,10357,43224,,,,243,,,53581
6513,4/4/20,IN,3953,15847,,,,116,,,19800
6514,4/4/20,KS,698,6880,,,,21,,,7578
6515,4/4/20,KY,831,14741,,,,37,,,15572
6516,4/4/20,LA,12496,46002,,1726,,409,,,58498
6517,4/4/20,MA,11637,57191,,1370,,304,,,68828
6518,4/4/20,MD,3125,22485,,,159,101,94,7,25610
6519,4/4/20,ME,456,6088,,,140,10,,,6544
6520,4/4/20,MI,23581,41205,,,56,1030,1092,45,64786
6521,4/4/20,MN,1158,26687,,95,416,24,,,27845
6522,4/4/20,MO,2291,22614,,413,,24,,,24905
6523,4/4/20,MP,8,13,10,,,1,,,31
6524,4/4/20,MS,1455,5133,,,,35,,,6588
6525,4/4/20,MT,265,5912,,,,5,,,6177
6526,4/4/20,NC,2402,36371,,271,,24,,,38773
6527,4/4/20,ND,186,6021,,,63,3,,,6207
6528,4/4/20,NE,321,5058,10,,,6,,,5389
6529,4/4/20,NH,540,6965,94,,144,7,,,7599
6530,4/4/20,NJ,34124,41232,,4000,,846,,,75356
6531,4/4/20,NM,495,15137,,41,26,10,,,15632
6532,4/4/20,NV,1742,14421,,,,70,,,16163
6533,4/4/20,NY,113704,169917,,15905,10478,3565,,,283621
6534,4/4/20,OH,3739,38132,,,,102,,,41871
6535,4/4/20,OK,1159,1362,,,,42,,,2521
6536,4/4/20,OR,999,16535,,,,26,,,17534
6537,4/4/20,PA,10017,60013,,,,136,,,70030
6538,4/4/20,PR,452,2605,1129,,,18,,,4186
6539,4/4/20,RI,968,5962,,93,35,17,,,6930
6540,4/4/20,SC,1917,16397,,,,40,,,18314
6541,4/4/20,SD,212,5012,1,,76,2,,,5225
6542,4/4/20,TN,3321,38070,,601,416,43,,,41391
6543,4/4/20,TX,6110,57641,,196,38,105,,,63751
6544,4/4/20,UT,1428,26615,,,,8,,,28043
6545,4/4/20,VA,2407,19145,,,,52,,,21552
6546,4/4/20,VI,40,184,42,,34,,,,266
6547,4/4/20,VT,512,5242,,29,15,20,,,5754
6548,4/4/20,WA,9732,93028,,574,,365,,,102760
6549,4/4/20,WI,2476,23859,,,,56,,,26335
6550,4/4/20,WV,282,7404,,,,2,,,7686
6551,4/4/20,WY,187,2945,,,49,0,,,3132
6552,4/3/20,AK,157,5859,,,,3,,,6016
6553,4/3/20,AL,1432,8187,,238,,35,,,9619
6554,4/3/20,AR,704,8995,,71,60,12,,,9699
6555,4/3/20,AS,0,3,2,,,0,,,5
6556,4/3/20,AZ,1769,22904,,,,41,,,24673
6557,4/3/20,CA,10701,24599,59500,2188,,237,,,94800
6558,4/3/20,CO,3728,16683,,739,,97,,,20411
6559,4/3/20,CT,4914,15101,,909,,131,34,,20015
6560,4/3/20,DC,757,4827,,,206,15,,,5584
6561,4/3/20,DE,450,4995,,63,71,17,16,1,5445
6562,4/3/20,FL,9585,82137,1225,,,163,,,92947
6563,4/3/20,GA,5831,19434,,,,184,,,25265
6564,4/3/20,GU,84,459,,19,14,4,,,543
6565,4/3/20,HI,285,10206,,,72,2,,,10491
6566,4/3/20,IA,699,8754,,80,188,11,,,9453
6567,4/3/20,ID,891,7054,,45,,9,,,7945
6568,4/3/20,IL,8904,39144,,,,210,,,48048
6569,4/3/20,IN,3437,14398,,,,102,,,17835
6570,4/3/20,KS,620,6454,,,,17,,,7074
6571,4/3/20,KY,770,12034,,,,31,,,12804
6572,4/3/20,LA,10297,43348,,1707,,370,,,53645
6573,4/3/20,MA,10303,52685,,,,265,,,62988
6574,4/3/20,MD,2758,20932,,,159,84,79,5,23690
6575,4/3/20,ME,432,6088,,,113,9,,,6520
6576,4/3/20,MI,22579,37060,,,56,918,985,39,59639
6577,4/3/20,MN,1119,25063,,86,,22,,,26182
6578,4/3/20,MO,2113,19357,,,,19,,,21470
6579,4/3/20,MP,8,13,10,,,1,,,31
6580,4/3/20,MS,1358,4753,,,,29,,,6111
6581,4/3/20,MT,243,5333,,,,5,,,5576
6582,4/3/20,NC,2093,29505,,184,,19,,,31598
6583,4/3/20,ND,173,5625,,,55,3,,,5798
6584,4/3/20,NE,279,4487,11,,,6,,,4777
6585,4/3/20,NH,479,6575,114,,101,5,,,7168
6586,4/3/20,NJ,29895,37608,,3016,,646,,,67503
6587,4/3/20,NM,403,14375,,31,26,7,,,14778
6588,4/3/20,NV,1514,13018,,,,59,,,14532
6589,4/3/20,NY,102863,157657,,14810,8886,2935,,,260520
6590,4/3/20,OH,3312,35063,,,,91,,,38375
6591,4/3/20,OK,988,1315,,171,383,38,,,2303
6592,4/3/20,OR,899,16535,,188,,22,,,17434
6593,4/3/20,PA,8420,53695,,,,102,,,62115
6594,4/3/20,PR,378,2049,1055,,,15,,,3482
6595,4/3/20,RI,831,5342,,77,35,14,,,6173
6596,4/3/20,SC,1554,5441,,,,31,,,6995
6597,4/3/20,SD,187,4593,3,,69,2,,,4783
6598,4/3/20,TN,3067,34772,,625,248,37,,,37839
6599,4/3/20,TX,5330,50434,,196,38,90,,,55764
6600,4/3/20,UT,1246,23002,,,,7,,,24248
6601,4/3/20,VA,2012,16993,,,,46,,,19005
6602,4/3/20,VI,38,154,56,,29,,,,248
6603,4/3/20,VT,460,4865,,29,15,17,,,5325
6604,4/3/20,WA,9485,90661,,,,338,,,100146
6605,4/3/20,WI,2263,22377,,,,37,,,24640
6606,4/3/20,WV,237,6130,,,,2,,,6367
6607,4/3/20,WY,162,2704,,,37,0,,,2866
6608,4/2/20,AK,143,4879,,,,3,,,5022
6609,4/2/20,AL,1233,7503,,226,,32,,,8736
6610,4/2/20,AR,643,7880,,66,47,12,,,8523
6611,4/2/20,AS,0,3,2,,,0,,,5
6612,4/2/20,AZ,1598,21111,,,,32,,,22709
6613,4/2/20,CA,9191,23809,59500,1922,,203,,,92500
6614,4/2/20,CO,3342,15303,,698,,80,,,18645
6615,4/2/20,CT,3824,14476,,827,,112,27,,18300
6616,4/2/20,DC,653,4417,,,173,12,,,5070
6617,4/2/20,DE,393,4566,,56,49,16,15,1,4959
6618,4/2/20,FL,8010,69286,1285,,,128,,,78581
6619,4/2/20,GA,5348,17609,,,,163,,,22957
6620,4/2/20,GU,82,442,,19,12,3,,,524
6621,4/2/20,HI,258,10206,,,69,1,,,10464
6622,4/2/20,IA,614,8054,,74,46,11,,,8668
6623,4/2/20,ID,669,6613,,49,,9,,,7282
6624,4/2/20,IL,7695,35961,,,,157,,,43656
6625,4/2/20,IN,3039,13246,,,,78,,,16285
6626,4/2/20,KS,552,6059,,,,13,,,6611
6627,4/2/20,KY,680,7220,,,,20,,,7900
6628,4/2/20,LA,9150,41936,,1639,,310,,,51086
6629,4/2/20,MA,8867,47767,,,,229,,,56634
6630,4/2/20,MD,2331,18890,,,81,64,60,4,21221
6631,4/2/20,ME,376,6088,,,94,7,,,6464
6632,4/2/20,MI,21376,33443,,,,801,879,36,54819
6633,4/2/20,MN,1056,23780,,75,,18,,,24836
6634,4/2/20,MO,1834,17849,,,,19,,,19683
6635,4/2/20,MP,8,13,12,,,1,,,33
6636,4/2/20,MS,1177,4753,,,,26,,,5930
6637,4/2/20,MT,227,5093,,,,5,,,5320
6638,4/2/20,NC,1857,26822,,184,,16,,,28679
6639,4/2/20,ND,159,4821,,,43,3,,,4980
6640,4/2/20,NE,246,3978,11,,,5,,,4235
6641,4/2/20,NH,415,6078,126,,91,4,,,6619
6642,4/2/20,NJ,25590,33520,,2000,,537,,,59110
6643,4/2/20,NM,363,13648,,31,26,6,,,14011
6644,4/2/20,NV,1458,12588,,,,51,,,14046
6645,4/2/20,NY,92381,146584,,13383,7434,2373,,,238965
6646,4/2/20,OH,2902,32016,,,,81,,,34918
6647,4/2/20,OK,879,1265,,182,,34,,,2144
6648,4/2/20,OR,826,15259,,134,,21,,,16085
6649,4/2/20,PA,7016,47698,,,,90,,,54714
6650,4/2/20,PR,316,1604,1119,,,12,,,3039
6651,4/2/20,RI,730,4625,,72,35,12,,,5355
6652,4/2/20,SC,1554,5441,,,,31,,,6995
6653,4/2/20,SD,165,4217,0,,57,2,,,4382
6654,4/2/20,TN,2845,31766,,656,220,32,,,34611
6655,4/2/20,TX,4669,46010,,196,38,70,,,50679
6656,4/2/20,UT,1074,20155,,,,7,,,21229
6657,4/2/20,VA,1706,15883,,246,,41,,,17589
6658,4/2/20,VI,33,149,42,,25,,,,224
6659,4/2/20,VT,390,4384,,29,15,17,,,4774
6660,4/2/20,WA,9201,86091,,,,310,,,95292
6661,4/2/20,WI,2040,20317,,,,31,,,22357
6662,4/2/20,WV,217,5276,,,,2,,,5493
6663,4/2/20,WY,150,2439,,,31,0,,,2589
6664,4/1/20,AK,133,4470,,,,3,,,4603
6665,4/1/20,AL,1077,6697,,258,,26,,,7774
6666,4/1/20,AR,584,7354,,56,42,10,,,7938
6667,4/1/20,AS,0,3,2,,,0,,,5
6668,4/1/20,AZ,1413,19645,,,,29,,,21058
6669,4/1/20,CA,8155,21772,57400,1855,,171,,,87327
6670,4/1/20,CO,2966,13883,,574,,69,,,16849
6671,4/1/20,CT,3557,13043,,766,,85,27,,16600
6672,4/1/20,DC,586,3262,2,,142,11,,,3850
6673,4/1/20,DE,368,4015,,51,49,13,13,0,4383
6674,4/1/20,FL,6955,59529,1235,,,87,,,67719
6675,4/1/20,GA,4638,15688,,,,139,,,20326
6676,4/1/20,GU,77,406,,19,9,3,,,483
6677,4/1/20,HI,208,8721,,,58,1,,,8929
6678,4/1/20,IA,549,7304,,63,118,9,,,7853
6679,4/1/20,ID,525,6076,,49,,9,,,6601
6680,4/1/20,IL,6980,33404,,,,141,,,40384
6681,4/1/20,IN,2565,11810,,,,65,,,14375
6682,4/1/20,KS,482,5411,,,,10,,,5893
6683,4/1/20,KY,591,6965,,,,17,,,7556
6684,4/1/20,LA,6424,39352,,1498,,273,,,45776
6685,4/1/20,MA,7639,44125,,,,187,,,51764
6686,4/1/20,MD,1985,17233,,,,52,50,2,19218
6687,4/1/20,ME,344,6088,,,80,7,,,6432
6688,4/1/20,MI,20246,29951,,,,676,765,35,50197
6689,4/1/20,MN,973,21880,,54,,17,,,22853
6690,4/1/20,MO,1581,15846,,,,18,,,17427
6691,4/1/20,MP,6,,,,,,,,6
6692,4/1/20,MS,1073,3712,,,,22,,,4785
6693,4/1/20,MT,208,4710,,,,5,,,4918
6694,4/1/20,NC,1584,24659,,204,,10,,,26243
6695,4/1/20,ND,142,4351,,,34,3,,,4493
6696,4/1/20,NE,210,3475,8,,,4,,,3693
6697,4/1/20,NH,415,5985,97,,56,4,,,6497
6698,4/1/20,NJ,22255,30387,,2000,,355,,,52642
6699,4/1/20,NM,315,12925,,24,26,5,,,13240
6700,4/1/20,NV,1279,11519,,,,45,,,12798
6701,4/1/20,NY,83712,137168,,12226,6142,1941,,,220880
6702,4/1/20,OH,2547,26992,,,,65,,,29539
6703,4/1/20,OK,719,1248,,174,,30,,,1967
6704,4/1/20,OR,736,13136,,132,,18,,,13872
6705,4/1/20,PA,5805,42427,,,,74,,,48232
6706,4/1/20,PR,286,1409,897,,,11,,,2592
6707,4/1/20,RI,668,4189,,60,35,10,,,4857
6708,4/1/20,SC,1293,5033,,,,26,,,6326
6709,4/1/20,SD,129,3903,0,,51,2,,,4032
6710,4/1/20,TN,2683,29769,,486,137,24,,,32452
6711,4/1/20,TX,3997,43860,,196,38,58,,,47857
6712,4/1/20,UT,1012,20155,,,,7,,,21167
6713,4/1/20,VA,1484,13860,,,,34,,,15344
6714,4/1/20,VI,30,126,24,,21,,,,180
6715,4/1/20,VT,359,4162,,30,15,16,,,4521
6716,4/1/20,WA,8869,81516,,,,282,,,90385
6717,4/1/20,WI,1821,18819,,,,24,,,20640
6718,4/1/20,WV,191,4384,,,,1,,,4575
6719,4/1/20,WY,130,2218,,,31,0,,,2348
6720,3/31/20,AK,119,3594,,,,3,,,3713
6721,3/31/20,AL,981,6298,,172,,13,,,7279
6722,3/31/20,AR,523,5959,,64,35,8,,,6482
6723,3/31/20,AS,0,3,2,,,0,,,5
6724,3/31/20,AZ,1289,18082,,,,24,,,19371
6725,3/31/20,CA,7482,21772,57400,1617,,153,,,86654
6726,3/31/20,CO,2627,12737,,503,,51,,,15364
6727,3/31/20,CT,3128,13029,,608,,69,21,,16157
6728,3/31/20,DC,495,3262,2,,121,9,,,3759
6729,3/31/20,DE,319,3696,,57,22,12,12,0,4015
6730,3/31/20,FL,6338,54285,1163,,,77,,,61786
6731,3/31/20,GA,3929,12252,,,,111,,,16181
6732,3/31/20,GU,69,371,,19,7,2,,,440
6733,3/31/20,HI,204,8471,,,49,,,,8675
6734,3/31/20,IA,497,6888,,61,33,7,,,7385
6735,3/31/20,ID,415,5297,,45,,7,,,5712
6736,3/31/20,IL,5994,29231,,,,99,,,35225
6737,3/31/20,IN,2159,11214,,,,49,,,13373
6738,3/31/20,KS,428,4996,,,,9,,,5424
6739,3/31/20,KY,480,6330,,,,11,,,6810
6740,3/31/20,LA,5237,33730,,1355,,239,,,38967
6741,3/31/20,MA,6521,40440,,,,153,,,46961
6742,3/31/20,MD,1660,14868,,,,43,42,1,16528
6743,3/31/20,ME,303,6088,,,68,5,,,6391
6744,3/31/20,MI,18654,26334,,,,551,641,33,44988
6745,3/31/20,MN,916,20935,,56,,12,,,21851
6746,3/31/20,MO,1327,14614,,,,14,,,15941
6747,3/31/20,MP,2,,,,,,,,2
6748,3/31/20,MS,937,3537,,,,20,,,4474
6749,3/31/20,MT,184,4234,,,,4,,,4418
6750,3/31/20,NC,1498,21608,,157,,8,,,23106
6751,3/31/20,ND,126,4131,,,30,3,,,4257
6752,3/31/20,NE,172,2931,8,,,3,,,3111
6753,3/31/20,NH,314,5413,65,,,3,,,5792
6754,3/31/20,NJ,18696,27077,,2000,,267,,,45773
6755,3/31/20,NM,281,12246,,22,26,4,,,12527
6756,3/31/20,NV,1113,10681,,,,37,,,11794
6757,3/31/20,NY,75795,129391,,10929,4975,1550,,,205186
6758,3/31/20,OH,2199,26992,,,,55,,,29191
6759,3/31/20,OK,565,1229,,,,23,,,1794
6760,3/31/20,OR,690,13136,,132,,18,,,13826
6761,3/31/20,PA,4843,37645,,,,63,,,42488
6762,3/31/20,PR,239,1195,854,,,8,,,2288
6763,3/31/20,RI,568,3544,,59,35,8,,,4112
6764,3/31/20,SC,1083,4616,,,,22,,,5699
6765,3/31/20,SD,108,3609,0,,44,1,,,3717
6766,3/31/20,TN,2239,25121,,9,121,23,,,27360
6767,3/31/20,TX,3266,39726,,196,38,41,,,42992
6768,3/31/20,UT,887,17626,,,,5,,,18513
6769,3/31/20,VA,1250,12151,,,,27,,,13401
6770,3/31/20,VI,30,126,24,,21,,,,180
6771,3/31/20,VT,320,3949,,21,15,13,,,4269
6772,3/31/20,WA,8431,77237,,,,262,,,85668
6773,3/31/20,WI,1585,17375,,,,16,,,18960
6774,3/31/20,WV,162,3981,,,,1,,,4143
6775,3/31/20,WY,109,1999,,,26,0,,,2108
6776,3/30/20,AK,114,3540,,,,3,,,3654
6777,3/30/20,AL,859,5694,,156,,6,,,6553
6778,3/30/20,AR,473,5262,,62,29,7,,,5735
6779,3/30/20,AS,,,,,,0,,,0
6780,3/30/20,AZ,1157,15602,,,,20,,,16759
6781,3/30/20,CA,6447,20549,64400,1432,,133,,,91396
6782,3/30/20,CO,2627,12737,,358,,51,,,15364
6783,3/30/20,CT,2571,12029,,517,,36,19,,14600
6784,3/30/20,DC,401,2682,2,,106,9,,,3085
6785,3/30/20,DE,264,2216,,45,9,11,11,0,2480
6786,3/30/20,FL,5473,48225,,,,63,,,53698
6787,3/30/20,GA,2809,9915,,,,87,,,12724
6788,3/30/20,GU,58,352,,19,7,1,,,410
6789,3/30/20,HI,175,7825,,,,,,,8000
6790,3/30/20,IA,424,6162,,51,23,6,,,6586
6791,3/30/20,ID,310,4396,,42,,6,,,4706
6792,3/30/20,IL,5057,25389,,,,73,,,30446
6793,3/30/20,IN,1786,9872,,,,35,,,11658
6794,3/30/20,KS,368,4554,,,,8,,,4922
6795,3/30/20,KY,439,5579,,,,9,,,6018
6796,3/30/20,LA,4025,30008,,1185,,185,,,34033
6797,3/30/20,MA,5653,37166,,,,124,,,42819
6798,3/30/20,MD,1413,13316,,,,35,34,1,14729
6799,3/30/20,ME,275,3394,,,41,3,,,3669
6800,3/30/20,MI,17363,23263,,,,437,518,29,40626
6801,3/30/20,MN,823,19512,,56,,10,,,20335
6802,3/30/20,MO,1031,13204,,,,13,,,14235
6803,3/30/20,MP,2,,,,,,,,2
6804,3/30/20,MS,847,2989,,,,16,,,3836
6805,3/30/20,MT,171,4143,,,,4,,,4314
6806,3/30/20,NC,1307,19557,,137,,6,,,20864
6807,3/30/20,ND,109,3728,,,19,2,,,3837
6808,3/30/20,NE,145,2584,5,,,2,,,2734
6809,3/30/20,NH,314,5386,144,,,3,,,5844
6810,3/30/20,NJ,16636,25224,,2000,,198,,,41860
6811,3/30/20,NM,237,10942,,22,26,2,,,11179
