,date,state,positive,negative,pending,hospitalizedcurrently,recovered,death,deathconfirmed,deathprobable,total
0,7/29/20,AK,3442,220222,,45,854,22,22,,223664
1,7/29/20,AL,83782,584493,,1598,32510,1538,1489,49,668275
2,7/29/20,AR,40968,454637,,508,33938,434,,,495605
3,7/29/20,AS,0,1037,,,,0,,,1037
4,7/29/20,AZ,168273,733156,,2424,21994,3454,2431,152,901429
5,7/29/20,CA,475305,7042161,,8439,,8715,,,7517466
6,7/29/20,CO,45314,466863,,353,5243,1679,,,512177
7,7/29/20,CT,49540,716236,,53,8516,4425,3544,881,765776
8,7/29/20,DC,11999,168050,,83,9723,584,,,180049
9,7/29/20,DE,14602,162414,,68,8108,581,511,70,177016
10,7/29/20,FL,451423,3075342,3220,8720,,6457,6457,,3529985
11,7/29/20,GA,178323,1334141,,3188,,3642,,,1512464
12,7/29/20,GU,351,20978,,4,297,5,,,21329
13,7/29/20,HI,1757,115802,,47,1205,26,,,117559
14,7/29/20,IA,43277,419435,,246,31246,846,,,462712
15,7/29/20,ID,19222,153820,,209,6203,160,139,21,173042
16,7/29/20,IL,176366,2433528,,1491,,7654,7462,192,2609894
17,7/29/20,IN,64299,659939,,837,45058,2932,2733,199,724238
18,7/29/20,KS,26870,258079,,393,1149,349,,,284949
19,7/29/20,KY,28727,539614,,571,7495,724,720,4,568341
20,7/29/20,LA,112773,1182358,,1544,74246,3883,3769,114,1295131
21,7/29/20,MA,116182,1024934,,364,96452,8551,8331,220,1141116
22,7/29/20,MD,86285,792674,,571,5592,3478,3347,131,878959
23,7/29/20,ME,3866,158211,,11,3336,121,120,1,162077
24,7/29/20,MI,88974,1704259,,670,57502,6422,6172,250,1793233
25,7/29/20,MN,52947,940144,,310,46636,1629,1589,40,993091
26,7/29/20,MO,43772,617127,,797,,1220,,,660899
27,7/29/20,MP,40,11719,,,29,2,2,,11759
28,7/29/20,MS,55804,387500,,1211,35071,1563,1524,39,443304
29,7/29/20,MT,3676,161679,,59,2212,54,,,165355
30,7/29/20,NC,117850,1573584,,1291,92302,1865,1865,,1691434
31,7/29/20,ND,6227,144856,,39,5087,92,88,4,151083
32,7/29/20,NE,25157,238876,,122,18702,321,,,264033
33,7/29/20,NH,6500,149583,,21,5688,409,,,156083
34,7/29/20,NJ,180766,1861916,,761,32365,15798,13923,1875,2042682
35,7/29/20,NM,19791,517062,,160,7657,626,,,536853
36,7/29/20,NV,45806,411579,,1110,1061,780,,,457385
37,7/29/20,NY,413593,5333229,,619,72900,25132,,,5746822
38,7/29/20,OH,87893,1332944,,1100,62695,3422,3156,266,1420837
39,7/29/20,OK,34623,571890,,663,27386,523,,,606513
40,7/29/20,OR,17721,376434,,235,3736,311,,,394155
41,7/29/20,PA,110218,1073863,,756,82663,7162,,,1184081
42,7/29/20,PR,16061,305972,,495,,211,106,105,322033
43,7/29/20,RI,18800,183665,,74,1810,1007,,,202465
44,7/29/20,SC,85846,595144,,1596,32859,1615,1551,64,680990
45,7/29/20,SD,8641,101073,,46,7609,129,,,109714
46,7/29/20,TN,100822,1355417,,1417,62129,1020,983,37,1456239
47,7/29/20,TX,403307,3136061,,9595,251346,6190,,,3539368
48,7/29/20,UT,39194,478997,,232,26643,292,,,518191
49,7/29/20,VA,87993,988763,484,1350,11650,2125,2020,105,1077240
50,7/29/20,VI,385,8419,29,,296,8,8,,8833
51,7/29/20,VT,1406,91055,,18,1199,56,56,,92461
52,7/29/20,WA,54205,891029,,407,,1548,1548,,945234
53,7/29/20,WI,54988,851391,107,271,40416,918,911,7,906486
54,7/29/20,WV,6326,267801,,98,4589,112,,,274127
55,7/29/20,WY,2628,49384,,16,2022,26,,,52012
56,7/28/20,AK,3350,210525,,44,836,22,22,,213875
57,7/28/20,AL,82366,583033,,1598,32510,1491,1446,45,665399
58,7/28/20,AR,40181,449725,,501,33188,428,,,489906
59,7/28/20,AS,0,1037,,,,0,,,1037
60,7/28/20,AZ,165934,724997,,2564,21626,3408,2431,152,890931
61,7/28/20,CA,466550,6951316,,8317,,8518,,,7417866
62,7/28/20,CO,44565,455865,,359,5212,1668,,,500430
63,7/28/20,CT,49077,703611,,54,8516,4423,3541,882,752688
64,7/28/20,DC,11945,166077,,106,9664,583,,,178022
65,7/28/20,DE,14476,160147,,62,8076,580,510,70,174623
66,7/28/20,FL,441977,3038322,3017,8992,,6240,6240,,3483316
67,7/28/20,GA,175052,1312274,,3157,,3563,,,1487326
68,7/28/20,GU,349,20443,,5,291,5,,,20792
69,7/28/20,HI,1711,112432,,39,1191,26,,,114143
70,7/28/20,IA,42777,414658,,253,30623,839,,,457435
71,7/28/20,ID,18694,152023,,209,5964,152,130,22,170717
72,7/28/20,IL,174973,2396734,,1383,,7638,7446,192,2571707
73,7/28/20,IN,63678,653131,,907,44548,2924,2725,199,716809
74,7/28/20,KS,26172,252764,,212,1108,335,,,278936
75,7/28/20,KY,28126,529587,,584,7470,719,715,4,557713
76,7/28/20,LA,111038,1165266,,1583,61456,3812,3700,112,1276304
77,7/28/20,MA,116182,1024934,,364,96452,8551,8331,220,1141116
78,7/28/20,MD,85524,782732,,544,5592,3458,3327,131,868256
79,7/28/20,ME,3838,155262,,12,3319,121,120,1,159100
80,7/28/20,MI,87958,1639924,,670,57502,6421,6170,251,1727882
81,7/28/20,MN,52281,927707,,294,45987,1620,1580,40,979988
82,7/28/20,MO,42101,610823,,797,,1213,,,652924
83,7/28/20,MP,40,11719,,,29,2,2,,11759
84,7/28/20,MS,54299,378834,,1184,35071,1543,1504,39,433133
85,7/28/20,MT,3475,157933,,62,2104,51,,,161408
86,7/28/20,NC,116087,1547453,,1244,92302,1820,1820,,1663540
87,7/28/20,ND,6141,143905,,35,4957,92,88,4,150046
88,7/28/20,NE,24899,236204,,117,18520,317,,,261103
89,7/28/20,NH,6500,149583,,21,5688,409,,,156083
90,7/28/20,NJ,180295,1804009,,718,32313,15825,13905,1920,1984304
91,7/28/20,NM,19502,509388,,159,7459,619,,,528890
92,7/28/20,NV,44936,405950,,1147,1054,759,,,450886
93,7/28/20,NY,412878,5271668,,648,72813,25126,,,5684546
94,7/28/20,OH,86497,1312236,,1144,61056,3382,3118,264,1398733
95,7/28/20,OK,33775,555351,,596,26363,509,,,589126
96,7/28/20,OR,17416,370240,,230,3736,303,,,387656
97,7/28/20,PA,109384,1059776,,716,82038,7146,,,1169160
98,7/28/20,PR,15840,305972,,469,,209,104,105,321812
99,7/28/20,RI,18725,182235,,68,1803,1005,,,200960
100,7/28/20,SC,84109,586221,,1575,32859,1565,1505,60,670330
101,7/28/20,SD,8492,98999,,49,7474,123,,,107491
102,7/28/20,TN,96489,1314963,,1420,57239,978,943,35,1411452
103,7/28/20,TX,394265,3082661,,9593,244449,5877,,,3476926
104,7/28/20,UT,38855,475654,,233,25905,286,,,514509
105,7/28/20,VA,86994,972416,436,1294,11550,2095,1991,104,1059846
106,7/28/20,VI,375,8295,37,,292,7,7,,8707
107,7/28/20,VT,1405,90456,,18,1194,56,56,,91861
108,7/28/20,WA,53321,879983,,386,,1518,1518,,933304
109,7/28/20,WI,54064,837567,110,246,39513,913,906,7,891741
110,7/28/20,WV,6173,263671,,94,4481,111,,,269844
111,7/28/20,WY,2589,48191,,15,1970,26,,,50780
112,7/27/20,AK,3206,204162,,38,817,21,21,,207368
113,7/27/20,AL,81115,576844,,1599,32510,1491,1446,45,657959
114,7/27/20,AR,39447,445444,,489,32365,408,,,484891
115,7/27/20,AS,0,1037,,,,0,,,1037
116,7/27/20,AZ,163827,714506,,2626,21321,3304,2431,152,878333
117,7/27/20,CA,460550,6836028,,8820,,8445,,,7296578
118,7/27/20,CO,44336,453452,,365,5182,1661,,,497788
119,7/27/20,CT,48983,696068,,59,8516,4418,3536,882,745051
120,7/27/20,DC,11858,162290,,102,9639,582,,,174148
121,7/27/20,DE,14406,158653,,63,8035,579,509,70,173059
122,7/27/20,FL,432747,2998750,2902,9098,,6049,6049,,3434399
123,7/27/20,GA,170843,1282120,,3181,,3509,,,1452963
124,7/27/20,GU,346,20135,,4,291,5,,,20481
125,7/27/20,HI,1683,112432,,26,1179,26,,,114115
126,7/27/20,IA,42554,412291,,241,29873,833,,,454845
127,7/27/20,ID,18177,149817,,204,5731,146,125,21,167994
128,7/27/20,IL,173897,2369479,,1417,,7608,7416,192,2543376
129,7/27/20,IN,62907,644884,,835,44124,2906,2709,197,707791
130,7/27/20,KS,26172,252764,,212,1108,335,,,278936
131,7/27/20,KY,27601,519849,,609,7466,709,705,4,547450
132,7/27/20,LA,109917,1150105,,1600,61456,3786,3674,112,1260022
133,7/27/20,MA,115926,1015231,,350,96452,8536,8317,219,1131157
134,7/27/20,MD,84876,770642,,536,5434,3447,3315,132,855518
135,7/27/20,ME,3832,153609,,13,3292,119,118,1,157441
136,7/27/20,MI,87173,1613316,,670,57502,6405,6154,251,1700489
137,7/27/20,MN,51803,918923,,257,45198,1616,1576,40,970726
138,7/27/20,MO,43050,598854,,1057,,1201,,,641904
139,7/27/20,MP,40,11719,,,29,2,2,,11759
140,7/27/20,MS,52957,374640,,1179,35071,1501,1464,37,427597
141,7/27/20,MT,3381,155274,,61,2090,47,,,158655
142,7/27/20,NC,114338,1521138,,1169,92302,1790,1790,,1635476
143,7/27/20,ND,5986,142380,,43,4829,91,87,4,148366
144,7/27/20,NE,24618,234209,,109,18097,316,,,258827
145,7/27/20,NH,6436,147173,,20,5438,409,,,153609
146,7/27/20,NJ,179812,1804029,,695,32275,15804,13884,1920,1983841
147,7/27/20,NM,19042,501676,,144,7349,614,,,520718
148,7/27/20,NV,43831,400848,,1112,1019,739,,,444679
149,7/27/20,NY,412344,5214805,,642,72766,25117,,,5627149
150,7/27/20,OH,85177,1258921,,1110,59413,3344,3082,262,1344098
151,7/27/20,OK,32686,535628,,625,25252,496,,,568314
152,7/27/20,OR,17088,365478,,237,3684,289,,,382566
153,7/27/20,PA,108264,1042424,,704,81198,7122,,,1150688
154,7/27/20,PR,15431,305972,,509,,201,99,102,321403
155,7/27/20,RI,18515,178103,,71,1792,1004,,,196618
156,7/27/20,SC,82417,576484,,1668,29378,1506,1452,54,658901
157,7/27/20,SD,8444,98383,,47,7404,123,,,106827
158,7/27/20,TN,96489,1314963,,1328,57239,978,943,35,1411452
159,7/27/20,TX,385923,3042959,,10893,229107,5713,,,3428882
160,7/27/20,UT,38409,471449,,225,25321,281,,,509858
161,7/27/20,VA,86072,953139,379,1200,10940,2082,1978,104,1039590
162,7/27/20,VI,364,8033,13,,250,7,7,,8410
163,7/27/20,VT,1402,89215,,13,1190,56,56,,90617
164,7/27/20,WA,52635,866712,,396,,1501,1501,,919347
165,7/27/20,WI,53281,823905,104,250,38633,900,893,7,877290
166,7/27/20,WV,6054,259979,,85,4332,106,,,266033
167,7/27/20,WY,2520,45823,,17,1915,25,,,48343
168,7/26/20,AK,3102,204162,,43,817,20,20,,207264
169,7/26/20,AL,79294,570392,,1505,32510,1473,1428,45,649686
170,7/26/20,AR,38623,438644,,479,31622,401,,,477267
171,7/26/20,AS,0,1037,,,,0,,,1037
172,7/26/20,AZ,162014,705089,,2650,20978,3305,2431,152,867103
173,7/26/20,CA,453659,6714480,,8820,,8416,,,7168139
174,7/26/20,CO,43789,446607,,338,5158,1661,,,490396
175,7/26/20,CT,48776,664296,,71,8516,4413,3531,882,713072
176,7/26/20,DC,11780,159818,,85,9607,581,,,171598
177,7/26/20,DE,14290,155703,,57,7996,579,509,70,169993
178,7/26/20,FL,423855,2962648,2871,8951,,5972,5972,,3389374
179,7/26/20,GA,167953,1260992,,3079,,3498,,,1428945
180,7/26/20,GU,337,19695,,1,244,5,,,20032
181,7/26/20,HI,1620,112432,,29,1167,26,,,114052
182,7/26/20,IA,42200,408399,,226,29625,827,,,450599
183,7/26/20,ID,17827,148397,,204,5483,146,125,21,166224
184,7/26/20,IL,172666,2340143,,1394,,7590,7398,192,2512809
185,7/26/20,IN,62372,638939,,834,43809,2903,2706,197,701311
186,7/26/20,KS,25109,252858,,315,1077,326,,,277967
187,7/26/20,KY,27079,514819,,595,7421,700,696,4,541898
188,7/26/20,LA,107574,1125690,,1557,61456,3763,3651,112,1233264
189,7/26/20,MA,115637,1005122,,364,96452,8529,8310,219,1120759
190,7/26/20,MD,83748,754824,,540,5434,3440,3309,131,838572
191,7/26/20,ME,3814,151504,,14,3284,119,118,1,155318
192,7/26/20,MI,86661,1584083,,680,57502,6400,6149,251,1670744
193,7/26/20,MN,51153,906221,,273,44431,1614,1574,40,957374
194,7/26/20,MO,41927,585024,,1057,,1197,,,626951
195,7/26/20,MP,40,11300,,,29,2,2,,11340
196,7/26/20,MS,52304,370789,,1172,30315,1495,1458,37,423093
197,7/26/20,MT,3342,148973,,62,2079,46,,,152315
198,7/26/20,NC,112713,1500672,,1170,78707,1785,1785,,1613385
199,7/26/20,ND,5876,140603,,42,4752,91,87,4,146479
200,7/26/20,NE,24395,231069,,103,18097,316,,,255464
201,7/26/20,NH,6436,147173,,20,5438,409,,,153609
202,7/26/20,NJ,179363,1773926,,725,32133,15787,13867,1920,1953289
203,7/26/20,NM,18788,493637,,148,7268,607,,,512425
204,7/26/20,NV,42843,396088,,1147,994,734,,,438931
205,7/26/20,NY,411736,5158143,,637,72716,25106,,,5569879
206,7/26/20,OH,84073,1242358,,1075,58465,3307,3049,258,1326431
207,7/26/20,OK,31285,535628,,625,24698,496,,,566913
208,7/26/20,OR,16758,361717,,233,3541,289,,,378475
209,7/26/20,PA,107425,1028776,,707,80568,7118,,,1136201
210,7/26/20,PR,15143,305972,,496,,201,99,102,321115
211,7/26/20,RI,18224,171804,,66,1769,1002,,,190028
212,7/26/20,SC,81199,566614,,1668,29378,1491,1436,55,647813
213,7/26/20,SD,8395,98531,,48,7364,123,,,106926
214,7/26/20,TN,93936,1288916,,1313,54730,967,933,34,1382852
215,7/26/20,TX,381656,2988319,,10893,229107,5038,,,3369975
216,7/26/20,UT,37973,467378,,251,24798,274,,,505351
217,7/26/20,VA,84567,943673,393,1174,10882,2078,1975,103,1028633
218,7/26/20,VI,361,7991,20,,238,7,7,,8372
219,7/26/20,VT,1400,88409,,10,1186,56,56,,89809
220,7/26/20,WA,51849,851825,,407,,1494,1494,,903674
221,7/26/20,WI,52680,817549,77,165,37971,899,892,7,870306
222,7/26/20,WV,5960,255766,,82,4168,103,,,261726
223,7/26/20,WY,2475,45823,,14,1883,25,,,48298
224,7/25/20,AK,2868,202198,,38,815,20,20,,205066
225,7/25/20,AL,78130,563481,,1425,32510,1456,1413,43,641611
226,7/25/20,AR,37249,424215,,497,29827,394,,,461464
227,7/25/20,AS,0,1037,,,,0,,,1037
228,7/25/20,AZ,160041,697568,,2758,20566,3286,2431,152,857609
229,7/25/20,CA,445400,6601955,,8820,,8337,,,7047355
230,7/25/20,CO,42980,436764,,357,5133,1661,,,479744
231,7/25/20,CT,48776,664296,,71,8516,4413,3531,882,713072
232,7/25/20,DC,11717,157292,,97,9603,581,,,169009
233,7/25/20,DE,14175,152747,,55,7961,579,509,70,166922
234,7/25/20,FL,414511,2921866,2850,9035,,5894,5894,,3339227
235,7/25/20,GA,165188,1242652,,3094,,3495,,,1407840
236,7/25/20,GU,337,19695,,1,244,5,,,20032
237,7/25/20,HI,1549,111241,,29,1148,26,,,112790
238,7/25/20,IA,41671,404592,,220,29477,826,,,446263
239,7/25/20,ID,17264,146176,,204,5251,144,123,21,163440
240,7/25/20,IL,171125,2300840,,1438,,7589,7397,192,2471965
241,7/25/20,IN,61520,628754,,824,43535,2895,2698,197,690274
242,7/25/20,KS,25109,252858,,315,1077,326,,,277967
243,7/25/20,KY,26764,514819,,595,7421,696,692,4,541583
244,7/25/20,LA,103734,1095992,,1600,61456,3715,3603,112,1199726
245,7/25/20,MA,115268,995615,,371,96452,8510,8291,219,1110883
246,7/25/20,MD,83054,742272,,545,5434,3433,3304,129,825326
247,7/25/20,ME,3790,149583,,11,3281,119,118,1,153373
248,7/25/20,MI,85072,1529574,,751,55162,6400,6151,249,1614646
249,7/25/20,MN,50291,890405,,287,43625,1611,1571,40,940696
250,7/25/20,MO,40709,579012,,1057,,1182,,,619721
251,7/25/20,MP,39,11300,,,29,2,2,,11339
252,7/25/20,MS,51097,370789,,1172,30315,1480,1443,37,421886
253,7/25/20,MT,3260,147755,,59,1977,46,,,151015
254,7/25/20,NC,111092,1467950,,1168,78707,1778,1778,,1579042
255,7/25/20,ND,5736,138524,,39,4671,91,87,4,144260
256,7/25/20,NE,24174,228431,,122,17999,316,,,252605
257,7/25/20,NH,6415,145875,,27,5438,409,,,152290
258,7/25/20,NJ,178858,1709299,,831,32061,15776,13856,1920,1888157
259,7/25/20,NM,18475,486702,,161,7156,601,,,505177
260,7/25/20,NV,41816,388705,,1147,994,732,,,430521
261,7/25/20,NY,411200,5105111,,646,72632,25103,,,5516311
262,7/25/20,OH,83184,1210638,,1054,57731,3297,3039,258,1293822
263,7/25/20,OK,30081,535628,,625,24053,496,,,565709
264,7/25/20,OR,16492,357518,,233,3541,286,,,374010
265,7/25/20,PA,106625,1016705,,709,79968,7114,,,1123330
266,7/25/20,PR,14540,305972,,496,,201,99,102,320512
267,7/25/20,RI,18224,171804,,66,1769,1002,,,190028
268,7/25/20,SC,80008,558482,,1668,29378,1465,1412,53,638490
269,7/25/20,SD,8305,97608,,46,7307,122,,,105913
270,7/25/20,TN,90796,1241578,,1414,53808,964,930,34,1332374
271,7/25/20,TX,375846,2930196,,10893,221510,4885,,,3306042
272,7/25/20,UT,37623,462516,,232,24390,274,,,500139
273,7/25/20,VA,83609,926834,416,1201,10800,2075,1972,103,1010859
274,7/25/20,VI,352,7901,20,,236,7,7,,8273
275,7/25/20,VT,1396,87420,,13,1182,56,56,,88816
276,7/25/20,WA,50824,833158,,407,,1495,1495,,883982
277,7/25/20,WI,51715,808528,91,209,37287,898,891,7,860334
278,7/25/20,WV,5821,251093,,80,4115,103,,,256914
279,7/25/20,WY,2446,45823,,14,1866,25,,,48269
280,7/24/20,AK,2748,197824,,37,800,19,19,,200572
281,7/24/20,AL,76005,552979,,1570,32510,1438,1395,43,628984
282,7/24/20,AR,37249,424215,,497,29827,394,,,461464
283,7/24/20,AS,0,1037,,,,0,,,1037
284,7/24/20,AZ,156301,680516,,2844,20171,3142,2431,152,836817
285,7/24/20,CA,435334,6480542,,8820,,8186,,,6915876
286,7/24/20,CO,42314,428563,,356,5122,1645,,,470877
287,7/24/20,CT,48776,664296,,71,8516,4413,3531,882,713072
288,7/24/20,DC,11649,153611,,97,9582,581,,,165260
289,7/24/20,DE,14202,150124,,55,7936,578,508,70,164326
290,7/24/20,FL,402312,2874324,2727,9200,,5768,5768,,3279363
291,7/24/20,GA,161401,1221043,,3135,,3442,,,1382444
292,7/24/20,GU,337,19132,,0,244,5,,,19469
293,7/24/20,HI,1490,109801,,39,1125,26,,,111291
294,7/24/20,IA,41271,400602,,230,29216,823,,,441873
295,7/24/20,ID,16736,143457,,204,5008,138,117,21,160193
296,7/24/20,IL,169699,2264066,,1471,,7577,7385,192,2433765
297,7/24/20,IN,60598,618151,,850,43066,2884,2687,197,678749
298,7/24/20,KS,25109,252858,,,1077,326,,,277967
299,7/24/20,KY,25931,507545,,618,7396,691,687,4,533476
300,7/24/20,LA,103734,1095992,,1600,61456,3715,3603,112,1199726
301,7/24/20,MA,114647,971605,,351,96452,8484,8265,219,1086252
302,7/24/20,MD,81766,722584,,533,5434,3422,3293,129,804350
303,7/24/20,ME,3757,146863,,12,3259,118,117,1,150620
304,7/24/20,MI,85072,1529574,,751,55162,6400,6151,249,1614646
305,7/24/20,MN,49488,873388,,278,42882,1606,1566,40,922876
306,7/24/20,MO,39352,573263,,1057,,1178,,,612615
307,7/24/20,MP,38,11300,,,29,2,2,,11338
308,7/24/20,MS,49663,361817,,1216,30315,1463,1428,35,411480
309,7/24/20,MT,3039,146161,,56,1815,46,,,149200
310,7/24/20,NC,108995,1441302,,1182,78707,1746,1746,,1550297
311,7/24/20,ND,5614,137094,,37,4545,88,84,4,142708
312,7/24/20,NE,23818,225256,,126,17745,316,,,249074
313,7/24/20,NH,6318,143474,,26,5345,405,,,149792
314,7/24/20,NJ,178345,1709299,,800,32001,15765,13845,1920,1887644
315,7/24/20,NM,18163,478822,,167,7056,596,,,496985
316,7/24/20,NV,40885,380986,,1160,994,722,,,421871
317,7/24/20,NY,410450,5034395,,650,72552,25090,,,5444845
318,7/24/20,OH,81746,1185882,,1085,56823,3297,3039,258,1267628
319,7/24/20,OK,29116,493926,,628,23277,484,,,523042
320,7/24/20,OR,16104,350463,,233,3541,282,,,366567
321,7/24/20,PA,105571,999377,,736,79178,7101,,,1104948
322,7/24/20,PR,13967,305972,,460,,191,90,101,319939
323,7/24/20,RI,18224,171804,,66,1769,1002,,,190028
324,7/24/20,SC,78607,550765,,1668,29378,1385,1339,46,629372
325,7/24/20,SD,8200,95290,,45,7261,122,,,103490
326,7/24/20,TN,89078,1233535,,1460,52983,938,904,34,1322613
327,7/24/20,TX,369826,2862105,,10893,212216,4717,,,3231931
328,7/24/20,UT,36962,457109,,250,23715,273,,,494071
329,7/24/20,VA,82364,907935,451,1250,10576,2067,1964,103,990750
330,7/24/20,VI,336,7500,54,,182,7,7,,7890
331,7/24/20,VT,1385,86307,,12,1177,56,56,,87692
332,7/24/20,WA,50009,820754,,386,,1482,1482,,870763
333,7/24/20,WI,50727,795280,177,312,36333,885,878,7,846184
334,7/24/20,WV,5695,247478,,76,4013,103,,,253173
335,7/24/20,WY,2405,45823,,14,1857,25,,,48228
336,7/23/20,AK,2684,186825,,36,787,19,19,,189509
337,7/23/20,AL,74212,545315,,1547,32510,1397,1357,40,619527
338,7/23/20,AR,36259,410221,,480,28864,386,,,446480
339,7/23/20,AS,0,1037,,,,0,,,1037
340,7/23/20,AZ,152944,669769,,2966,19737,3063,2431,152,822713
341,7/23/20,CA,425616,6352688,,8820,,8027,,,6778304
342,7/23/20,CO,41698,423713,,351,5095,1643,,,465411
343,7/23/20,CT,48232,639656,,72,8516,4410,3530,880,687888
344,7/23/20,DC,11571,150450,,91,2020,581,,,162021
345,7/23/20,DE,13924,148427,,56,7893,529,471,58,162351
346,7/23/20,FL,389868,2821074,2626,9422,,5632,5632,,3213568
347,7/23/20,GA,156588,1180350,,3157,,3360,,,1336938
348,7/23/20,GU,332,19132,,0,244,5,,,19464
349,7/23/20,HI,1435,107378,,39,1113,25,,,108813
350,7/23/20,IA,40634,395652,,232,28924,818,,,436286
351,7/23/20,ID,16322,140504,,188,4746,135,114,21,156826
352,7/23/20,IL,168100,2221268,,1473,,7560,7367,193,2389368
353,7/23/20,IN,59602,606681,,869,42603,2880,2683,197,666283
354,7/23/20,KS,24104,244582,,,1050,308,,,268686
355,7/23/20,KY,25147,499648,,581,7046,684,680,4,524795
356,7/23/20,LA,101650,1073218,,1585,61456,3686,3574,112,1174868
357,7/23/20,MA,114320,955742,,532,96452,8468,8249,219,1070062
358,7/23/20,MD,80836,708205,,528,5434,3409,3281,128,789041
359,7/23/20,ME,3737,143938,,12,3239,118,117,1,147675
360,7/23/20,MI,84431,1502293,,680,55162,6395,6148,247,1586724
361,7/23/20,MN,48721,856594,,282,42524,1601,1561,40,905315
362,7/23/20,MO,37700,565584,,875,,1179,,,603284
363,7/23/20,MP,38,11300,,,29,2,2,,11338
364,7/23/20,MS,48053,355959,,1207,30315,1436,1401,35,404012
365,7/23/20,MT,2910,143308,,54,1587,43,,,146218
366,7/23/20,NC,106893,1416782,,1188,78707,1726,1726,,1523675
367,7/23/20,ND,5493,135323,,57,4475,88,84,4,140816
368,7/23/20,NE,23486,222087,,125,17499,311,,,245573
369,7/23/20,NH,6295,140584,,24,5341,402,,,146879
370,7/23/20,NJ,177887,1681751,,869,31925,15730,13810,1920,1859638
371,7/23/20,NM,17828,471506,,178,6974,591,,,489334
372,7/23/20,NV,39919,374217,,1136,975,709,,,414136
373,7/23/20,NY,409697,4958641,,706,72466,25081,,,5368338
374,7/23/20,OH,80186,1164840,,1105,55702,3256,2997,259,1245026
375,7/23/20,OK,27969,485206,,607,22441,477,,,513175
376,7/23/20,OR,15713,342778,,225,3509,273,,,358491
377,7/23/20,PA,104358,981259,,736,78268,7079,,,1085617
378,7/23/20,PR,13473,305972,,442,,188,87,101,319445
379,7/23/20,RI,18148,171191,,67,1759,1001,,,189339
380,7/23/20,SC,76606,541868,,1723,27062,1334,1294,40,618474
381,7/23/20,SD,8143,94393,,50,7214,121,,,102536
382,7/23/20,TN,86987,1208998,,1465,51661,925,891,34,1295985
383,7/23/20,TX,361125,2803531,,10893,203826,4521,,,3164656
384,7/23/20,UT,36099,449323,,249,23093,267,,,485422
385,7/23/20,VA,81237,890963,417,1218,10479,2054,1951,103,972617
386,7/23/20,VI,336,7500,54,,182,7,7,,7890
387,7/23/20,VT,1377,85205,,12,1156,56,56,,86582
388,7/23/20,WA,49247,805905,,385,,1468,1468,,855152
389,7/23/20,WI,49669,778842,82,187,35502,885,878,7,828593
390,7/23/20,WV,5550,245522,,88,3913,103,,,251072
391,7/23/20,WY,2346,45823,,15,1794,25,,,48169
392,7/22/20,AK,2619,182714,,34,753,19,19,,185333
393,7/22/20,AL,71813,537675,,1547,29736,1364,1325,39,609488
394,7/22/20,AR,35246,404980,,474,27990,380,,,440226
395,7/22/20,AS,0,1037,,,,0,,,1037
396,7/22/20,AZ,150609,663372,,3094,19293,2974,2431,152,813981
397,7/22/20,CA,413576,6250843,,8820,,7870,,,6664419
398,7/22/20,CO,41059,416343,,373,5064,1643,,,457402
399,7/22/20,CT,48223,626183,,63,8466,4406,3527,879,674406
400,7/22/20,DC,11529,148043,,81,1974,580,,,159572
401,7/22/20,DE,13792,145641,,61,7859,527,469,58,159433
402,7/22/20,FL,379619,2775092,2524,9475,,5459,5459,,3157235
403,7/22/20,GA,152302,1164542,,3179,,3335,,,1316844
404,7/22/20,GU,330,18752,,3,242,5,,,19082
405,7/22/20,HI,1418,106764,,47,1084,24,,,108182
406,7/22/20,IA,39793,386643,,224,28607,808,,,426436
407,7/22/20,ID,15822,138149,,188,4504,126,103,33,153971
408,7/22/20,IL,166476,2183186,,1456,,7540,7347,193,2349662
409,7/22/20,IN,58673,595740,,869,41322,2863,2666,197,654413
410,7/22/20,KS,24104,244582,,,1050,308,,,268686
411,7/22/20,KY,24540,494535,,603,7000,677,673,4,519075
412,7/22/20,LA,99354,1053547,,1581,61456,3670,3558,112,1152901
413,7/22/20,MA,114320,955742,,532,96452,8468,8249,219,1070062
414,7/22/20,MD,80172,702661,,505,5434,3405,3276,129,782833
415,7/22/20,ME,3723,141295,,10,3216,118,117,1,145018
416,7/22/20,MI,83730,1475883,,680,55162,6388,6141,247,1559613
417,7/22/20,MN,47961,840590,,273,42234,1592,1552,40,888551
418,7/22/20,MO,36063,553397,,875,,1159,,,589460
419,7/22/20,MP,38,12707,,,29,2,2,,12745
420,7/22/20,MS,47071,355959,,1165,30315,1423,1390,33,403030
421,7/22/20,MT,2813,140705,,52,1543,42,,,143518
422,7/22/20,NC,105001,1386819,,1137,78707,1698,1698,,1491820
423,7/22/20,ND,5367,133899,,52,4407,88,84,4,139266
424,7/22/20,NE,23190,219431,,118,17389,310,,,242621
425,7/22/20,NH,6262,139276,,23,5316,400,,,145538
426,7/22/20,NJ,177645,1663284,,873,31850,15707,13787,1920,1840929
427,7/22/20,NM,17517,464014,,154,6870,588,,,481531
428,7/22/20,NV,38657,365651,,1102,917,704,,,404308
429,7/22/20,NY,408886,4889754,,714,72386,25068,,,5298640
430,7/22/20,OH,78742,1142853,,1098,54426,3235,2976,259,1221595
431,7/22/20,OK,27301,478297,,630,21596,474,,,505598
432,7/22/20,OR,15393,337401,,231,3381,269,,,352794
